"query_seq","Nhits","N_taxid_all","beste","Nhits_beste","N_taxid_beste","LCA_name_all","LCA_rank_all","LCA_id_all","LCA_name_beste","LCA_rank_beste","LCA_id_beste","class_all","order_all","family_all","class_beste","order_beste","family_beste","query_abundance"
"DUP_3555;size=2210",4,1,7.93e-50,4,1,"Mya arenaria","species","6604","Mya arenaria","species","6604","Bivalvia","Myoida","Myidae","Bivalvia","Myoida","Myidae",2210
"DUP_3557;size=2374",10,2,2.88e-34,10,2,"Euphausia","genus","6818","Euphausia","genus","6818","Malacostraca","Euphausiacea","Euphausiidae","Malacostraca","Euphausiacea","Euphausiidae",2374
"DUP_3568;size=1199",18,2,4.79e-37,18,2,"Chthamalus","genus","37898","Chthamalus","genus","37898","Maxillopoda","Sessilia","Chthamalidae","Maxillopoda","Sessilia","Chthamalidae",1199
"DUP_358;size=18862",45,31,4.74e-52,45,31,"Clupeocephala","below-infraclass","186625","Clupeocephala","below-infraclass","186625","Actinopteri",NA,NA,"Actinopteri",NA,NA,18862
"DUP_35808;size=63",25,16,2.22e-45,25,16,"Percomorphaceae","below-infraclass","1489872","Percomorphaceae","below-infraclass","1489872","Actinopteri",NA,NA,"Actinopteri",NA,NA,63
"DUP_3595;size=2583",10,7,2.89e-39,1,1,"Ptychoderidae","family","35078","Ptychodera flava","species","63121","Enteropneusta",NA,"Ptychoderidae","Enteropneusta",NA,"Ptychoderidae",2583
"DUP_36;size=458357",100,9,1.33e-47,13,3,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",458357
"DUP_361;size=21417",2,2,3.67e-43,2,2,"Macoma","genus","52799","Macoma","genus","52799","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",21417
"DUP_36178;size=80",2,2,1.73e-31,2,2,"Tellinidae","family","52798","Tellinidae","family","52798","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",80
"DUP_362;size=14091",2,1,4.9e-37,2,1,"Saxidomus purpuratus","species","311201","Saxidomus purpuratus","species","311201","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",14091
"DUP_36207;size=80",2,2,4.89e-22,2,2,"Tresus","genus","31207","Tresus","genus","31207","Bivalvia","Veneroida","Mactridae","Bivalvia","Veneroida","Mactridae",80
"DUP_3652;size=1216",2,2,2.24e-30,2,2,"Macoma","genus","52799","Macoma","genus","52799","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",1216
"DUP_369;size=25917",28,18,1.03e-48,28,18,"Boreoeutheria","below-class","1437010","Boreoeutheria","below-class","1437010","Mammalia",NA,NA,"Mammalia",NA,NA,25917
"DUP_37;size=452643",105,37,4.74e-52,105,37,"Clupeocephala","below-infraclass","186625","Clupeocephala","below-infraclass","186625","Actinopteri",NA,NA,"Actinopteri",NA,NA,452643
"DUP_3705;size=1155",72,42,4.82e-32,37,29,"Sessilia","order","116167","Sessilia","order","116167","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia",NA,1155
"DUP_3709;size=1141",1,1,8.11e-35,1,1,"Ptychodera flava","species","63121","Ptychodera flava","species","63121","Enteropneusta",NA,"Ptychoderidae","Enteropneusta",NA,"Ptychoderidae",1141
"DUP_3711;size=2097",12,2,2.22e-45,12,2,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",2097
"DUP_3713;size=1283",61,16,6.08e-31,13,3,"Placobranchoidea","superfamily","71491","Placobranchidae","family","71492","Gastropoda",NA,NA,"Gastropoda",NA,"Placobranchidae",1283
"DUP_37296;size=66",29,18,1.73e-30,26,16,"Clupeocephala","below-infraclass","186625","Clupeocephala","below-infraclass","186625","Actinopteri",NA,NA,"Actinopteri",NA,NA,66
"DUP_373;size=19843",1,1,2.22e-45,1,1,"Cancer irroratus","species","6756","Cancer irroratus","species","6756","Malacostraca","Decapoda","Cancridae","Malacostraca","Decapoda","Cancridae",19843
"DUP_3757;size=1531",38,16,4.78e-47,3,1,"Euteleostomi","below-subphylum","117571","Rexea bengalensis","species","1723714",NA,NA,NA,"Actinopteri","Scombriformes","Gempylidae",1531
"DUP_37670;size=72",60,35,1.7e-46,34,25,"Sessilia","order","116167","Sessilia","order","116167","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia",NA,72
"DUP_3786;size=2288",16,14,2.22e-45,14,12,"Euechinoidea","subclass","7638","Euechinoidea","subclass","7638","Echinoidea",NA,NA,"Echinoidea",NA,NA,2288
"DUP_3802;size=1173",1,1,3.77e-33,1,1,"Chlamys hastata","species","50342","Chlamys hastata","species","50342","Bivalvia","Pectinoida","Pectinidae","Bivalvia","Pectinoida","Pectinidae",1173
"DUP_38058;size=114",103,24,4.78e-47,22,8,"Tetrapoda","below-subphylum","32523","Tetrapoda","below-subphylum","32523",NA,"Caudata",NA,NA,"Caudata",NA,114
"DUP_3835;size=1693",104,56,1.7e-46,19,8,"Sessilia","order","116167","Sessilia","order","116167","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia",NA,1693
"DUP_3864;size=5020",104,2,4.78e-47,2,1,"Homo sapiens","species","9606","Homo sapiens","species","9606","Mammalia","Primates","Hominidae","Mammalia","Primates","Hominidae",5020
"DUP_3876;size=1290",118,49,6.45e-16,116,48,"Bivalvia","class","6544","Mytilinae","subfamily","301959","Bivalvia",NA,NA,"Bivalvia","Mytiloida","Mytilidae",1290
"DUP_3882;size=1501",5,2,3.65e-48,5,2,"Evadne","genus","141402","Evadne","genus","141402","Branchiopoda","Diplostraca","Podonidae","Branchiopoda","Diplostraca","Podonidae",1501
"DUP_3884;size=1067",101,64,6.27e-36,6,4,"Deuterostomia","below-kingdom","33511","Deuterostomia","below-kingdom","33511",NA,NA,NA,NA,"Echinoida",NA,1067
"DUP_3887;size=1342",8,5,1.36e-32,3,1,"Mollusca","phylum","6447","Solemya velum","species","13268",NA,NA,NA,"Bivalvia","Solemyoida","Solemyidae",1342
"DUP_38897;size=92",106,68,1.75e-31,1,1,"Sessilia","order","116167","Balanus sp. 2 MPL-2014","species","1560665","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia","Balanidae",92
"DUP_39;size=377456",1,1,4.98e-17,1,1,"uncultured bacterium AD370-D1","species","526658","uncultured bacterium AD370-D1","species","526658",NA,NA,NA,NA,NA,NA,377456
"DUP_39035;size=62",13,3,2.83e-29,13,3,"Placobranchidae","family","71492","Placobranchidae","family","71492","Gastropoda",NA,"Placobranchidae","Gastropoda",NA,"Placobranchidae",62
"DUP_39116;size=60",4,2,1.06e-28,1,1,"Euheterodonta","infraclass","735337","Solen marginatus","species","251532","Bivalvia",NA,NA,"Bivalvia","Veneroida","Solenidae",60
"DUP_3920;size=1125",3,3,6.28e-26,1,1,"Tellinoidea","superfamily","98297","Tellinella staurella","species","1236633","Bivalvia","Veneroida",NA,"Bivalvia","Veneroida","Tellinidae",1125
"DUP_393;size=16767",4,2,1.03e-48,4,2,"Cetacea","order","9721","Cetacea","order","9721","Mammalia","Cetacea",NA,"Mammalia","Cetacea",NA,16767
"DUP_3935;size=1720",2,2,3.73e-33,2,2,"Tellinidae","family","52798","Tellinidae","family","52798","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",1720
"DUP_395;size=23260",12,8,2.21e-50,5,3,"Boreoeutheria","below-class","1437010","Boreoeutheria","below-class","1437010","Mammalia",NA,NA,"Mammalia","Lagomorpha",NA,23260
"DUP_3995;size=1022",2,1,6.35e-26,2,1,"Modiolus modiolus","species","40256","Modiolus modiolus","species","40256","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",1022
"DUP_4;size=3055651",2,2,1.69e-51,1,1,"Thysanoessa","genus","48145","Thysanoessa raschii","species","409302","Malacostraca","Euphausiacea","Euphausiidae","Malacostraca","Euphausiacea","Euphausiidae",3055651
"DUP_40;size=426622",101,8,4.74e-52,101,8,"Suidae","family","9821","Suidae","family","9821","Mammalia",NA,"Suidae","Mammalia",NA,"Suidae",426622
"DUP_401;size=18572",76,45,4.82e-32,32,15,"Sessilia","order","116167","Sessilia","order","116167","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia",NA,18572
"DUP_4026;size=1172",2,1,4.95e-22,2,1,"Mytilus trossulus","species","6551","Mytilus trossulus","species","6551","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",1172
"DUP_4031;size=1387",4,3,8.07e-30,2,2,"Monostilifera","order","6227","Monostilifera","order","6227","Enopla","Monostilifera",NA,"Enopla","Monostilifera","Amphiporidae",1387
"DUP_4033;size=1136",2,1,8.08e-45,2,1,"Saxidomus purpuratus","species","311201","Saxidomus purpuratus","species","311201","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",1136
"DUP_404;size=16994",2,2,7.9e-45,1,1,"Monostilifera","order","6227","Emplectonema buergeri","species","187653","Enopla","Monostilifera","Emplectonematidae","Enopla","Monostilifera","Emplectonematidae",16994
"DUP_4040;size=1003",2,2,2.24e-30,2,2,"Macoma","genus","52799","Macoma","genus","52799","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",1003
"DUP_4060;size=1412",29,18,2.21e-50,3,2,"Boreoeutheria","below-class","1437010","Macroglossus","genus","29075","Mammalia",NA,NA,"Mammalia","Chiroptera","Pteropodidae",1412
"DUP_4061;size=997",2,1,2.91e-34,2,1,"Modiolus modiolus","species","40256","Modiolus modiolus","species","40256","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",997
"DUP_4075;size=1111",12,2,2.92e-34,12,2,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",1111
"DUP_4083;size=990",2,1,8.16e-30,1,1,"Macrophiothrix lorioli","species","243935","Macrophiothrix lorioli","species","243935","Ophiuroidea","Ophiurida","Ophiotrichidae","Ophiuroidea","Ophiurida","Ophiotrichidae",990
"DUP_409;size=12117",2,2,4.91e-27,1,1,"Gastropoda","class","6448","Cupolaconcha meroclista","species","1522082","Gastropoda",NA,NA,"Gastropoda",NA,"Vermetidae",12117
"DUP_4090;size=988",1,1,8.11e-35,1,1,"Ptychodera flava","species","63121","Ptychodera flava","species","63121","Enteropneusta",NA,"Ptychoderidae","Enteropneusta",NA,"Ptychoderidae",988
"DUP_41;size=577368",2,1,1.69e-51,2,1,"Protothaca jedoensis","species","224094","Protothaca jedoensis","species","224094","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",577368
"DUP_4102;size=990",4,2,1.77e-26,3,1,"Bivalvia","class","6544","Solemya velum","species","13268","Bivalvia",NA,NA,"Bivalvia","Solemyoida","Solemyidae",990
"DUP_41072;size=75",70,47,1.03e-38,3,1,"Crustacea","subphylum","6657","Daphnia pulex","species","6669",NA,NA,NA,"Branchiopoda","Diplostraca","Daphniidae",75
"DUP_4114;size=1153",3,1,2.91e-34,3,1,"Solemya velum","species","13268","Solemya velum","species","13268","Bivalvia","Solemyoida","Solemyidae","Bivalvia","Solemyoida","Solemyidae",1153
"DUP_4119;size=985",18,2,2.21e-40,18,2,"Chthamalus","genus","37898","Chthamalus","genus","37898","Maxillopoda","Sessilia","Chthamalidae","Maxillopoda","Sessilia","Chthamalidae",985
"DUP_4122;size=1035",1,1,4.89e-22,1,1,"Siliqua alta","species","1230549","Siliqua alta","species","1230549","Bivalvia","Veneroida","Pharidae","Bivalvia","Veneroida","Pharidae",1035
"DUP_4138;size=1384",12,2,2.92e-34,12,2,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",1384
"DUP_4141;size=979",14,11,3.8e-28,3,1,"Bilateria","below-kingdom","33213","Solemya velum","species","13268",NA,NA,NA,"Bivalvia","Solemyoida","Solemyidae",979
"DUP_4142;size=1165",2,1,3.65e-48,2,1,"Daphnia pulex","species","6669","Daphnia pulex","species","6669","Branchiopoda","Diplostraca","Daphniidae","Branchiopoda","Diplostraca","Daphniidae",1165
"DUP_415;size=12899",5,3,8.16e-30,1,1,"Lophotrochozoa","below-kingdom","1206795","Cephalothrix spiralis","species","937756",NA,"Solemyoida",NA,"Palaeonemertea",NA,"Cephalothricidae",12899
"DUP_4155;size=990",1,1,2.93e-29,1,1,"Modiolus rumphii","species","1411923","Modiolus rumphii","species","1411923","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",990
"DUP_4197;size=1221",52,12,8.22e-25,2,2,"Protostomia","below-kingdom","33317","Cephalothrix","genus","166041",NA,NA,NA,"Palaeonemertea",NA,"Cephalothricidae",1221
"DUP_4209;size=3052",2,2,2.87e-33,2,2,"Clupeocephala","below-infraclass","186625","Clupeocephala","below-infraclass","186625","Actinopteri",NA,NA,"Actinopteri",NA,NA,3052
"DUP_4221;size=951",3,2,3.74e-38,2,1,"Modiolus","genus","40255","Modiolus modiolus","species","40256","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",951
"DUP_4222;size=1143",19,16,1.04e-38,3,3,"Euechinoidea","subclass","7638","Spatangoida","order","41317","Echinoidea",NA,NA,"Echinoidea","Spatangoida",NA,1143
"DUP_4226;size=1178",5,3,2.22e-45,5,3,"Boreoeutheria","below-class","1437010","Boreoeutheria","below-class","1437010","Mammalia","Lagomorpha",NA,"Mammalia","Lagomorpha",NA,1178
"DUP_4238;size=977",3,1,1.35e-37,3,1,"Mya arenaria","species","6604","Mya arenaria","species","6604","Bivalvia","Myoida","Myidae","Bivalvia","Myoida","Myidae",977
"DUP_42417;size=76",42,7,4.33e-58,11,1,"Mytilus","genus","6548","Mytilus trossulus","species","6551","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",76
"DUP_4244;size=1092",3,1,1.03e-48,3,1,"Celleporella hyalina","species","60593","Celleporella hyalina","species","60593","Gymnolaemata","Cheilostomatida","Hippothoidae","Gymnolaemata","Cheilostomatida","Hippothoidae",1092
"DUP_4265;size=1170",14,4,1.7e-46,10,4,"Macoma","genus","52799","Macoma","genus","52799","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",1170
"DUP_4317;size=971",3,3,3.69e-48,3,3,"Lottioidea","superfamily","216260","Lottioidea","superfamily","216260","Gastropoda",NA,NA,"Gastropoda",NA,NA,971
"DUP_4333;size=924",100,11,2.89e-39,100,11,"Teleostei","infraclass","32443","Teleostei","infraclass","32443","Actinopteri",NA,NA,"Actinopteri",NA,NA,924
"DUP_4343;size=1147",15,4,4.88e-32,4,1,"Gnathophiurina","infraorder","41168","Amphipholis squamata","species","48271","Ophiuroidea","Ophiurida",NA,"Ophiuroidea","Ophiurida","Amphiuridae",1147
"DUP_4350;size=1551",125,55,4.78e-47,104,40,"Euteleostomi","below-subphylum","117571","Clupeocephala","below-infraclass","186625",NA,NA,NA,"Actinopteri",NA,NA,1551
"DUP_436;size=17344",2,1,2.91e-34,2,1,"Modiolus modiolus","species","40256","Modiolus modiolus","species","40256","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",17344
"DUP_4370;size=1073",104,60,1.37e-32,6,6,"Echinoidea","class","7625","Echinoidea","class","7625","Echinoidea",NA,NA,"Echinoidea",NA,NA,1073
"DUP_4374;size=1062",4,2,1.06e-33,1,1,"Lineidae","family","6222","Lineidae sp. TWL-2008","species","544957","Anopla","Heteronemertea","Lineidae","Anopla","Heteronemertea","Lineidae",1062
"DUP_4385;size=1066",1,1,1.73e-41,1,1,"Ptychodera flava","species","63121","Ptychodera flava","species","63121","Enteropneusta",NA,"Ptychoderidae","Enteropneusta",NA,"Ptychoderidae",1066
"DUP_4386;size=1433",1,1,1.74e-36,1,1,"Ichthyosaura alpestris","species","54263","Ichthyosaura alpestris","species","54263","Amphibia","Caudata","Salamandridae","Amphibia","Caudata","Salamandridae",1433
"DUP_44;size=313946",2,1,8.28e-20,2,1,"Modiolus modiolus","species","40256","Modiolus modiolus","species","40256","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",313946
"DUP_44016;size=75",2,2,7.8e-45,1,1,"Pancrustacea","below-phylum","197562","Echinocladius martini","species","528216",NA,NA,NA,"Insecta","Diptera","Chironomidae",75
"DUP_44141;size=68",11,6,1.02e-43,3,2,"Majoidea","superfamily","6804","Majoidea","superfamily","6804","Malacostraca","Decapoda",NA,"Malacostraca","Decapoda",NA,68
"DUP_4432;size=1339",2,1,3.73e-33,2,1,"Protothaca jedoensis","species","224094","Protothaca jedoensis","species","224094","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",1339
"DUP_44334;size=61",3,1,2.22e-45,3,1,"Mya arenaria","species","6604","Mya arenaria","species","6604","Bivalvia","Myoida","Myidae","Bivalvia","Myoida","Myidae",61
"DUP_4441;size=925",100,11,4.78e-47,100,11,"Teleostei","infraclass","32443","Teleostei","infraclass","32443","Actinopteri",NA,NA,"Actinopteri",NA,NA,925
"DUP_4448;size=1058",1,1,4.81e-42,1,1,"Callinera kasyanovi","species","1683865","Callinera kasyanovi","species","1683865","Palaeonemertea",NA,"Tubulanidae","Palaeonemertea",NA,"Tubulanidae",1058
"DUP_445;size=12445",2,2,3.65e-48,2,2,"Moerella","genus","224089","Moerella","genus","224089","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",12445
"DUP_44581;size=64",2,1,4.91e-27,2,1,"Modiolus modiolus","species","40256","Modiolus modiolus","species","40256","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",64
"DUP_4460;size=979",1,1,3.64e-33,1,1,"Placida sp. 1 NY-2013","species","1281821","Placida sp. 1 NY-2013","species","1281821","Gastropoda",NA,"Limapontiidae","Gastropoda",NA,"Limapontiidae",979
"DUP_4494;size=968",3,1,2.82e-49,3,1,"Panopea generosa","species","1049056","Panopea generosa","species","1049056","Bivalvia","Myoida","Hiatellidae","Bivalvia","Myoida","Hiatellidae",968
"DUP_44960;size=59",104,76,2.89e-39,26,21,"Gnathostomata","below-subphylum","7776","Actinopteri","class","186623",NA,NA,NA,"Actinopteri",NA,NA,59
"DUP_4497;size=980",28,18,3.82e-23,3,3,"Protostomia","below-kingdom","33317","Gastropoda","class","6448",NA,NA,NA,"Gastropoda",NA,NA,980
"DUP_4503;size=863",1,1,1.72e-36,1,1,"Litoscalpellum regina","species","261899","Litoscalpellum regina","species","261899","Maxillopoda","Pedunculata","Scalpellidae","Maxillopoda","Pedunculata","Scalpellidae",863
"DUP_4504;size=1011",1,1,1.71e-41,1,1,"Humilaria kennerleyi","species","380170","Humilaria kennerleyi","species","380170","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",1011
"DUP_4507;size=1075",3,1,2.12e-45,3,1,"Panopea generosa","species","1049056","Panopea generosa","species","1049056","Bivalvia","Myoida","Hiatellidae","Bivalvia","Myoida","Hiatellidae",1075
"DUP_4524;size=859",2,1,8.1e-35,2,1,"Modiolus modiolus","species","40256","Modiolus modiolus","species","40256","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",859
"DUP_4526;size=961",100,8,1.36e-32,14,3,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",961
"DUP_454;size=12950",14,1,1.33e-27,5,1,"Bugula neritina","species","10212","Bugula neritina","species","10212","Gymnolaemata","Cheilostomatida","Bugulidae","Gymnolaemata","Cheilostomatida","Bugulidae",12950
"DUP_4545;size=948",1,1,2.92e-34,1,1,"Mya arenaria","species","6604","Mya arenaria","species","6604","Bivalvia","Myoida","Myidae","Bivalvia","Myoida","Myidae",948
"DUP_4550;size=867",24,18,4.81e-42,4,2,"Teleostei","infraclass","32443","Embiotocidae","family","50791","Actinopteri",NA,NA,"Actinopteri",NA,"Embiotocidae",867
"DUP_4551;size=1407",14,11,4.74e-52,14,11,"Asteriidae","family","7600","Asteriidae","family","7600","Asteroidea","Forcipulatida","Asteriidae","Asteroidea","Forcipulatida","Asteriidae",1407
"DUP_4589;size=988",101,33,1.03e-43,4,2,"Teleostei","infraclass","32443","Embiotocidae","family","50791","Actinopteri",NA,NA,"Actinopteri",NA,"Embiotocidae",988
"DUP_46;size=284977",6,3,4.74e-52,6,3,"Stichopodidae","family","7687","Stichopodidae","family","7687","Holothuroidea","Aspidochirotida","Stichopodidae","Holothuroidea","Aspidochirotida","Stichopodidae",284977
"DUP_4606;size=1119",13,10,6.18e-46,8,6,"Lottioidea","superfamily","216260","Lottia","genus","72691","Gastropoda",NA,NA,"Gastropoda",NA,"Lottiidae",1119
"DUP_4624;size=1047",12,12,3.75e-28,1,1,"Tellinoidea","superfamily","98297","Pinguitellina sp. Mo77439","species","1230584","Bivalvia","Veneroida",NA,"Bivalvia","Veneroida","Tellinidae",1047
"DUP_4629;size=1166",67,39,1.7e-46,17,7,"Sessilia","order","116167","Sessilia","order","116167","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia",NA,1166
"DUP_4634;size=839",3,1,2.88e-34,3,1,"Panopea generosa","species","1049056","Panopea generosa","species","1049056","Bivalvia","Myoida","Hiatellidae","Bivalvia","Myoida","Hiatellidae",839
"DUP_46460;size=59",2,1,3.67e-43,2,1,"Chironomus","subgenus","72537","Chironomus","subgenus","72537","Insecta","Diptera","Chironomidae","Insecta","Diptera","Chironomidae",59
"DUP_4655;size=836",34,2,2.89e-39,3,2,"Sus scrofa","species","9823","Sus scrofa","species","9823","Mammalia",NA,"Suidae","Mammalia",NA,"Suidae",836
"DUP_4675;size=948",2,2,6.18e-46,2,2,"Ptychodera","genus","63120","Ptychodera","genus","63120","Enteropneusta",NA,"Ptychoderidae","Enteropneusta",NA,"Ptychoderidae",948
